1	1
2	1;2
3	1;1,2
4	2
5	2;4
6	2;2,4
7	2;1,1,1,4
8	2;1,4
9	3
10	3;6
11	3;3,6
12	3;2,6
13	3;1,1,1,1,6
14	3;1,2,1,6
15	3;1,6
16	4
17	4;8
18	4;4,8
19	4;2,1,3,1,2,8
20	4;2,8
21	4;1,1,2,1,1,8
22	4;1,2,4,2,1,8
23	4;1,3,1,8
24	4;1,8
25	5
26	5;10
27	5;5,10
28	5;3,2,3,10
29	5;2,1,1,2,10
30	5;2,10
31	5;1,1,3,5,3,1,1,10
32	5;1,1,1,10
33	5;1,2,1,10
34	5;1,4,1,10
35	5;1,10
36	6
37	6;12
38	6;6,12
39	6;4,12
40	6;3,12
41	6;2,2,12
42	6;2,12
43	6;1,1,3,1,5,1,3,1,1,12
44	6;1,1,1,2,1,1,1,12
45	6;1,2,2,2,1,12
46	6;1,3,1,1,2,6,2,1,1,3,1,12
47	6;1,5,1,12
48	6;1,12
49	7
50	7;14
51	7;7,14
52	7;4,1,2,1,4,14
53	7;3,1,1,3,14
54	7;2,1,6,1,2,14
55	7;2,2,2,14
56	7;2,14
57	7;1,1,4,1,1,14
58	7;1,1,1,1,1,1,14
59	7;1,2,7,2,1,14
60	7;1,2,1,14
61	7;1,4,3,1,2,2,1,3,4,1,14
62	7;1,6,1,14
63	7;1,14
64	8
65	8;16
66	8;8,16
67	8;5,2,1,1,7,1,1,2,5,16
68	8;4,16
69	8;3,3,1,4,1,3,3,16
70	8;2,1,2,1,2,16
71	8;2,2,1,7,1,2,2,16
72	8;2,16
73	8;1,1,5,5,1,1,16
74	8;1,1,1,1,16
75	8;1,1,1,16
76	8;1,2,1,1,5,4,5,1,1,2,1,16
77	8;1,3,2,3,1,16
78	8;1,4,1,16
79	8;1,7,1,16
80	8;1,16
81	9
82	9;18
83	9;9,18
84	9;6,18
85	9;4,1,1,4,18
86	9;3,1,1,1,8,1,1,1,3,18
87	9;3,18
88	9;2,1,1,1,2,18
89	9;2,3,3,2,18
90	9;2,18
91	9;1,1,5,1,5,1,1,18
92	9;1,1,2,4,2,1,1,18
93	9;1,1,1,4,6,4,1,1,1,18
94	9;1,2,3,1,1,5,1,8,1,5,1,1,3,2,1,18
95	9;1,2,1,18
96	9;1,3,1,18
97	9;1,5,1,1,1,1,1,1,5,1,18
98	9;1,8,1,18
99	9;1,18
100	10
101	10;20
102	10;10,20
103	10;6,1,2,1,1,9,1,1,2,1,6,20
104	10;5,20
105	10;4,20
106	10;3,2,1,1,1,1,2,3,20
107	10;2,1,9,1,2,20
108	10;2,1,1,4,1,1,2,20
109	10;2,3,1,2,4,1,6,6,1,4,2,1,3,2,20
110	10;2,20
111	10;1,1,6,1,1,20
112	10;1,1,2,1,1,20
113	10;1,1,1,2,2,1,1,1,20
114	10;1,2,10,2,1,20
115	10;1,2,1,1,1,1,1,2,1,20
116	10;1,3,2,1,4,1,2,3,1,20
117	10;1,4,2,4,1,20
118	10;1,6,3,2,10,2,3,6,1,20
119	10;1,9,1,20
120	10;1,20
121	11
122	11;22
123	11;11,22
124	11;7,2,1,1,1,3,1,4,1,3,1,1,1,2,7,22
125	11;5,1,1,5,22
126	11;4,2,4,22
127	11;3,1,2,2,7,11,7,2,2,1,3,22
128	11;3,5,3,22
129	11;2,1,3,1,6,1,3,1,2,22
130	11;2,2,22
131	11;2,4,11,4,2,22
132	11;2,22
133	11;1,1,7,5,1,1,1,2,1,1,1,5,7,1,1,22
134	11;1,1,2,1,3,1,10,1,3,1,2,1,1,22
135	11;1,1,1,1,1,1,1,22
136	11;1,1,1,22
137	11;1,2,2,1,1,2,2,1,22
138	11;1,2,1,22
139	11;1,3,1,3,7,1,1,2,11,2,1,1,7,3,1,3,1,22
140	11;1,4,1,22
141	11;1,6,1,22
142	11;1,10,1,22
143	11;1,22
144	12
145	12;24
146	12;12,24
147	12;8,24
148	12;6,24
149	12;4,1,5,3,3,5,1,4,24
150	12;4,24
151	12;3,2,7,1,3,4,1,1,1,11,1,1,1,4,3,1,7,2,3,24
152	12;3,24
153	12;2,1,2,2,2,1,2,24
154	12;2,2,3,1,2,1,3,2,2,24
155	12;2,4,2,24
156	12;2,24
157	12;1,1,7,1,5,2,1,1,1,1,2,5,1,7,1,1,24
158	12;1,1,3,12,3,1,1,24
159	12;1,1,1,1,3,1,1,1,1,24
160	12;1,1,1,5,1,1,1,24
161	12;1,2,4,1,2,1,4,2,1,24
162	12;1,2,1,2,12,2,1,2,1,24
163	12;1,3,3,2,1,1,7,1,11,1,7,1,1,2,3,3,1,24
164	12;1,4,6,4,1,24
165	12;1,5,2,5,1,24
166	12;1,7,1,1,1,2,4,1,3,2,12,2,3,1,4,2,1,1,1,7,1,24
167	12;1,11,1,24
168	12;1,24
169	13
170	13;26
171	13;13,26
172	13;8,1,2,2,1,1,3,6,3,1,1,2,2,1,8,26
173	13;6,1,1,6,26
174	13;5,4,5,26
175	13;4,2,1,2,4,26
176	13;3,1,3,26
177	13;3,3,2,8,2,3,3,26
178	13;2,1,12,1,2,26
179	13;2,1,1,1,3,5,13,5,3,1,1,1,2,26
180	13;2,2,2,26
181	13;2,4,1,8,6,1,1,1,1,2,2,1,1,1,1,6,8,1,4,2,26
182	13;2,26
183	13;1,1,8,1,1,26
184	13;1,1,3,2,1,2,1,2,3,1,1,26
185	13;1,1,1,1,26
186	13;1,1,1,3,4,3,1,1,1,26
187	13;1,2,13,2,1,26
188	13;1,2,2,6,2,2,1,26
189	13;1,2,1,26
190	13;1,3,1,1,1,2,2,2,1,1,1,3,1,26
191	13;1,4,1,1,3,2,2,13,2,2,3,1,1,4,1,26
192	13;1,5,1,26
193	13;1,8,3,2,1,3,3,1,2,3,8,1,26
194	13;1,12,1,26
195	13;1,26
196	14
197	14;28
198	14;14,28
199	14;9,2,1,2,2,5,4,1,1,13,1,1,4,5,2,2,1,2,9,28
200	14;7,28
201	14;5,1,1,1,2,1,8,1,2,1,1,1,5,28
202	14;4,1,2,2,1,4,28
203	14;4,28
204	14;3,1,1,6,1,1,3,28
205	14;3,6,1,4,1,6,3,28
206	14;2,1,5,14,5,1,2,28
207	14;2,1,1,2,1,1,2,28
208	14;2,2,1,2,2,28
209	14;2,5,3,2,3,5,2,28
210	14;2,28
211	14;1,1,9,5,1,2,2,1,1,4,3,1,13,1,3,4,1,1,2,2,1,5,9,1,1,28
212	14;1,1,3,1,1,1,6,1,1,1,3,1,1,28
213	14;1,1,2,6,1,8,1,6,2,1,1,28
214	14;1,1,1,2,3,1,4,9,1,1,5,3,14,3,5,1,1,9,4,1,3,2,1,1,1,28
215	14;1,1,1,28
216	14;1,2,3,2,1,28
217	14;1,2,1,2,1,1,9,4,9,1,1,2,1,2,1,28
218	14;1,3,3,1,28
219	14;1,3,1,28
220	14;1,4,1,28
221	14;1,6,2,6,1,28
222	14;1,8,1,28
223	14;1,13,1,28
224	14;1,28
225	15
226	15;30
227	15;15,30
228	15;10,30
229	15;7,1,1,7,30
230	15;6,30
231	15;5,30
232	15;4,3,7,3,4,30
233	15;3,1,3,1,1,1,1,3,1,3,30
234	15;3,2,1,2,1,2,3,30
235	15;3,30
236	15;2,1,3,5,1,6,1,5,3,1,2,30
237	15;2,1,1,7,10,7,1,1,2,30
238	15;2,2,1,14,1,2,2,30
239	15;2,5,1,2,4,15,4,2,1,5,2,30
240	15;2,30
241	15;1,1,9,1,5,3,3,1,1,3,3,5,1,9,1,1,30
242	15;1,1,3,1,14,1,3,1,1,30
243	15;1,1,2,3,15,3,2,1,1,30
244	15;1,1,1,1,1,2,1,5,1,1,9,1,6,1,9,1,1,5,1,2,1,1,1,1,1,30
245	15;1,1,1,7,6,7,1,1,1,30
246	15;1,2,5,1,14,1,5,2,1,30
247	15;1,2,1,1,9,1,9,1,1,2,1,30
248	15;1,2,1,30
249	15;1,3,1,1,5,1,3,10,3,1,5,1,1,3,1,30
250	15;1,4,3,3,4,1,30
251	15;1,5,2,1,2,2,15,2,2,1,2,5,1,30
252	15;1,6,1,30
253	15;1,9,1,1,1,2,1,7,4,2,2,2,4,7,1,2,1,1,1,9,1,30
254	15;1,14,1,30
255	15;1,30
256	16
257	16;32
258	16;16,32
259	16;10,1,2,3,4,3,2,1,10,32
260	16;8,32
261	16;6,2,3,7,1,3,1,2,1,3,1,7,3,2,6,32
262	16;5,2,1,2,1,10,16,10,1,2,1,2,5,32
263	16;4,1,1,1,1,15,1,1,1,1,4,32
264	16;4,32
265	16;3,1,1,2,2,1,1,3,32
266	16;3,4,3,32
267	16;2,1,15,1,2,32
268	16;2,1,2,3,3,1,3,1,10,8,10,1,3,1,3,3,2,1,2,32
269	16;2,2,32
270	16;2,3,6,3,2,32
271	16;2,6,10,1,4,1,1,2,1,2,1,15,1,2,1,2,1,1,4,1,10,6,2,32
272	16;2,32
273	16;1,1,10,1,1,32
274	16;1,1,4,4,1,1,32
275	16;1,1,2,1,1,32
276	16;1,1,1,1,2,2,2,1,1,1,1,32
277	16;1,1,1,4,10,1,7,2,2,3,3,2,2,7,1,10,4,1,1,1,32
278	16;1,2,16,2,1,32
279	16;1,2,2,1,2,2,1,32
280	16;1,2,1,2,1,32
281	16;1,3,4,1,1,6,6,1,1,4,3,1,32
282	16;1,3,1,4,1,3,1,32
283	16;1,4,1,1,1,3,10,1,15,1,10,3,1,1,1,4,1,32
284	16;1,5,1,3,2,1,4,8,4,1,2,3,1,5,1,32
285	16;1,7,2,7,1,32
286	16;1,10,3,3,2,3,3,10,1,32
287	16;1,15,1,32
288	16;1,32
289	17
290	17;34
291	17;17,34
292	17;11,2,1,3,8,3,1,2,11,34
293	17;8,1,1,8,34
294	17;6,1,4,1,6,34
295	17;5,1,2,3,2,6,2,3,2,1,5,34
296	17;4,1,7,1,4,34
297	17;4,3,1,1,2,1,1,3,4,34
298	17;3,1,4,5,1,1,5,4,1,3,34
299	17;3,2,3,34
300	17;3,8,3,34
301	17;2,1,6,3,1,2,2,1,1,8,11,2,4,2,11,8,1,1,2,2,1,3,6,1,2,34
302	17;2,1,1,1,4,2,1,16,1,2,4,1,1,1,2,34
303	17;2,2,5,2,2,34
304	17;2,3,2,1,1,1,1,1,2,3,2,34
305	17;2,6,2,34
306	17;2,34
307	17;1,1,11,5,1,3,17,3,1,5,11,1,1,34
308	17;1,1,4,1,1,34
309	17;1,1,2,1,2,4,1,1,1,8,6,1,10,1,6,8,1,1,1,4,2,1,2,1,1,34
310	17;1,1,1,1,5,3,1,2,1,3,5,1,1,1,1,34
311	17;1,1,1,2,1,6,3,17,3,6,1,2,1,1,1,34
312	17;1,1,1,34
313	17;1,2,4,11,1,1,3,2,2,3,1,1,11,4,2,1,34
314	17;1,2,1,1,2,1,34
315	17;1,2,1,34
316	17;1,3,2,8,2,3,1,34
317	17;1,4,8,1,2,2,1,8,4,1,34
318	17;1,4,1,34
319	17;1,6,5,1,4,3,1,3,4,1,5,6,1,34
320	17;1,7,1,34
321	17;1,10,1,34
322	17;1,16,1,34
323	17;1,34
324	18
325	18;36
326	18;18,36
327	18;12,36
328	18;9,36
329	18;7,4,2,1,1,4,1,1,2,4,7,36
330	18;6,36
